osm_type,osm_id,wd_member_ids
r,2794599,
w,4106272,
w,4126880,
w,4126881,
w,4128570,
w,4132034,
w,4132047,
w,4135275,
w,4136381,
w,4136583,
w,4137338,
w,4137571,
w,4137905,
w,4137933,
w,4137969,
w,4137975,
w,4138207,
w,4138301,
w,4138341,
w,4138371,
w,4138387,
w,4138592,
w,4138934,
w,4139593,
w,4139597,
w,4139604,
w,4139617,
w,4139681,
w,4139743,
w,4139744,
w,4139745,
w,4139772,
w,4139776,
w,4139815,
w,4139818,
w,4139820,
w,4139845,
w,4139846,
w,4139847,
w,4139848,
w,4139850,
w,4139852,
w,4139893,
w,4139987,
w,4140027,
w,4140073,
w,4140075,
w,4140076,
w,4140081,
w,4140083,
w,4140097,
w,4140103,
w,4140107,
w,4140111,
w,4140155,
w,4140156,
w,4140177,
w,4140183,
w,4140185,
w,4140235,
w,4140236,
w,4140239,
w,4140251,
w,4140418,
w,4140473,
w,4140476,
w,4140511,
w,4140512,
w,4140552,
w,4140582,
w,4140584,
w,4140639,
w,4140642,
w,4140644,
w,4140679,
w,4140688,
w,4140707,
w,4140714,
w,4140737,
w,4140799,
w,4140810,
w,4140814,
w,4140824,
w,4140876,
w,4140877,
w,4140878,
w,4140885,
w,4140915,
w,4140918,
w,4140920,
w,4140922,
w,4140924,
w,4140928,
w,4140939,
w,4141013,
w,4141036,
w,4141043,
w,4141077,
w,4141085,
w,4141108,
w,4141143,
w,4141175,
w,4141203,
w,4141236,
w,4141301,
w,4141306,
w,4141389,
w,4141447,
w,4141488,
w,4141511,
w,4141588,
w,4141655,
w,4141793,
w,4141920,
w,4141928,
w,4141986,
w,4141989,
w,4141991,
w,4141993,
w,4141995,
w,4142000,
w,4142002,
w,4142245,
w,4142306,
w,4142353,
w,4142357,
w,4142364,
w,4142369,
w,4142374,
w,4142378,
w,4142379,
w,4142475,
w,4142576,
w,4142577,
w,4142593,
w,4142697,
w,4142757,
w,4142798,
w,4142799,
w,4142879,
w,4142881,
w,4142883,
w,4142885,
w,4142887,
w,4142891,
w,4142892,
w,4142934,
w,4142939,
w,4142941,
w,4142945,
w,4142948,
w,4142950,
w,4142952,
w,4142953,
w,4142961,
w,4143074,
w,4143090,
w,4143121,
w,4143169,
w,4143184,
w,4143186,
w,4143200,
w,4143265,
w,4143410,
w,4143425,
w,4143546,
w,4143558,
w,4143627,
w,4143692,
w,4143725,
w,4143726,
w,4143785,
w,4143787,
w,4143789,
w,4143792,
w,4143799,
w,4143803,
w,4143804,
w,4143810,
w,4143815,
w,4143822,
w,4143830,
w,4143837,
w,4143840,
w,4143846,
w,4143850,
w,4143852,
w,4143853,
w,4143867,
w,4143876,
w,4143892,
w,4143897,
w,4143898,
w,4143902,
w,4143904,
w,4143908,
w,4143968,
w,4143982,
w,4144125,
w,4144152,
w,4144224,
w,4144226,
w,4144245,
w,4144249,
w,4144251,
w,4144253,
w,4144267,
w,4144299,
w,4144300,
w,4144301,
w,4144310,
w,4144314,
w,4144317,
w,4144319,
w,4144320,
w,4144323,
w,4144329,
w,4144360,
w,4144363,
w,4144365,
w,4144366,
w,4144371,
w,4144373,
w,4144374,
w,4144375,
w,4144380,
w,4144383,
w,4144388,
w,4144389,
w,4144393,
w,4144412,
w,4144413,
w,4144415,
w,4144417,
w,4144418,
w,4144421,
w,4144424,
w,4144461,
w,4144464,
w,4144470,
w,4144479,
w,4144483,
w,4144509,
w,4144512,
w,4144527,
w,4144545,
w,4144566,
w,4144567,
w,4144569,
w,4144577,
w,4144579,
w,4144580,
w,4144597,
w,4144602,
w,4144606,
w,4144611,
w,4144629,
w,4144630,
w,4144649,
w,4144653,
w,4144690,
w,4144704,
w,4144706,
w,4144708,
w,4144727,
w,4144734,
w,4144736,
w,4144742,
w,4144743,
w,4144746,
w,4144748,
w,4144772,
w,4144775,
w,4144808,
w,4144820,
w,4144845,
w,4144846,
w,4144849,
w,4144854,
w,4144859,
w,4144864,
w,4144866,
w,4144875,
w,4144876,
w,4144900,
w,4144902,
w,4144903,
w,4144905,
w,4144907,
w,4144914,
w,4144920,
w,4144922,
w,4144924,
w,4144926,
w,4144927,
w,4144930,
w,4144933,
w,4144939,
w,4144942,
w,4144945,
w,4144948,
w,4144951,
w,4144952,
w,4144961,
w,4144962,
w,4144966,
w,4144967,
w,4144968,
w,4144970,
w,4144972,
w,4144975,
w,4144978,
w,4144980,
w,4144987,
w,4144993,
w,4144998,
w,4145004,
w,4145007,
w,4145008,
w,4145009,
w,4145010,
w,4145015,
w,4145019,
w,4145021,
w,4145083,
w,4145089,
w,4145094,
w,4145108,
w,4145109,
w,4145110,
w,4145112,
w,4145114,
w,4145116,
w,4145117,
w,4145118,
w,4145119,
w,4145121,
w,4145122,
w,4145123,
w,4145127,
w,4145133,
w,4145145,
w,4145146,
w,4145151,
w,4145168,
w,4145196,
w,4145214,
w,4145254,
w,4145264,
w,4145265,
w,4145277,
w,4145350,
w,4145369,
w,4145373,
w,4145378,
w,4145381,
w,4145385,
w,4145407,
w,4145413,
w,4145416,
w,4145418,
w,4145420,
w,4145428,
w,4145430,
w,4145495,
w,4145526,
w,4145527,
w,4145529,
w,4145531,
w,4145533,
w,4145535,
w,4145536,
w,4145540,
w,4145615,
w,4145633,
w,4145641,
w,4145647,
w,4145649,
w,4145769,
w,4145778,
w,4145782,
w,4145883,
w,4146230,
w,4146261,
w,4146273,
w,4147307,
w,31287175,
w,31287285,
w,31287287,
w,31287288,
w,40033905,
w,50891494,
w,93616521,
w,93616603,
w,129431524,
w,129996362,
w,130167930,
w,130277321,
w,130548069,
w,130623157,
w,130662469,
w,130662480,
w,130662482,
w,130662483,
w,130662484,
w,130662485,
w,130662491,
w,130662492,
w,130662495,
w,130662496,
w,130662497,
w,130662498,
w,130662501,
w,130662503,
w,130662504,
w,130662506,
w,130662507,
w,130662508,
w,130662511,
w,130662512,
w,130662527,
w,130662528,
w,130662529,
w,130662530,
w,130800303,
w,130804227,
w,130804230,
w,130854846,
w,130854850,
w,130854852,
w,130854856,
w,130854863,
w,130854865,
w,130854872,
w,130854873,
w,130854884,
w,130854885,
w,130854890,
w,130854891,
w,130854893,
w,130854906,
w,130854907,
w,130854909,
w,130854912,
w,130854915,
w,130854927,
w,130854932,
w,130854935,
w,130854941,
w,130854951,
w,130854957,
w,130854958,
w,130854960,
w,130854970,
w,130854973,
w,130854988,
w,130854990,
w,131119914,
w,131119933,
w,131119935,
w,131119940,
w,131119951,
w,131119955,
w,131119967,
w,131119973,
w,131119985,
w,131120010,
w,131120078,
w,131567367,
w,131567368,
w,131567371,
w,156965748,
w,156965752,
w,156965758,
w,156965761,
w,156965770,
w,156965775,
w,156965807,
w,156965812,
w,156965840,
w,156965854,
w,156965855,
w,156965857,
w,156965861,
w,156965865,
w,156965877,
w,160385737,
w,160385740,
w,160385742,
w,160387603,
w,160387611,
w,174088603,
w,174090486,
w,174090488,
w,178662653,
w,178662654,
w,179716531,
w,179716532,
w,179716533,
w,183987604,
w,189433000,
w,189433006,
w,189460322,
w,189460323,
w,189460324,
w,189460325,
w,189460326,
w,189460327,
w,189460328,
w,189460329,
w,189460330,
w,189460333,
w,189460334,
w,189460335,
w,189460336,
w,189460337,
w,189460338,
w,189563933,
w,189563935,
w,189773808,
w,189773810,
w,207831387,
w,207831388,
w,207831390,
w,207831635,
w,207831696,
w,219098024,
w,219098027,
w,219098033,
w,219098038,
w,219098044,
w,219915166,
w,220020708,
w,220706309,
w,220706310,
w,220706891,
w,220706926,
w,229605373,
w,244745815,
w,244745828,
w,244745837,
w,244745840,
w,244745841,
w,244745842,
w,244745843,
w,244745845,
w,244745852,
w,261183377,
w,261185018,
w,264853049,
w,264853050,
w,264853053,
w,264853054,
w,264853057,
w,277524848,
w,279696831,
w,279697122,
w,282951622,
w,282951627,
w,282951628,
w,286059694,
w,286059695,
w,286059696,
w,286059699,
w,286059700,
w,286059702,
w,286059704,
w,286059708,
w,286064400,
w,286064411,
w,286270953,
w,286270954,
w,286270955,
w,286270957,
w,286270958,
w,286270972,
w,286270974,
w,286270976,
w,286270978,
w,286270981,
w,286270983,
w,286270985,
w,286270987,
w,286270988,
w,286270990,
w,286270993,
w,286270995,
w,286270997,
w,286270999,
w,286271002,
w,286271016,
w,286271023,
w,286418706,
w,286418712,
w,286418726,
w,286418742,
w,286418759,
w,286418770,
w,286418771,
w,286418773,
w,286418774,
w,286418777,
w,286418780,
w,286418782,
w,286418785,
w,286418788,
w,286418790,
w,286418792,
w,286418793,
w,286418794,
w,286418800,
w,286418803,
w,286418805,
w,286418823,
w,286418828,
w,286418832,
w,286418861,
w,286418874,
w,286418877,
w,286594498,
w,300493626,
w,300493633,
w,314396579,
w,314396580,
w,314396581,
w,314396582,
w,314396586,
w,314396587,
w,314396589,
w,314402112,
w,314409479,
w,314409480,
w,314409481,
w,314409482,
w,314409483,
w,314412503,
w,314412504,
w,314412506,
w,314412507,
w,314412508,
w,314416459,
w,314416460,
w,314416461,
w,314416462,
w,314416464,
w,314416465,
w,314418275,
w,314418276,
w,314418277,
w,314432029,
w,314432030,
w,314432031,
w,314432032,
w,314434471,
w,314439125,
w,314441423,
w,314445414,
w,314445415,
w,314445416,
w,314445417,
w,314445418,
w,314445419,
w,314445420,
w,314445421,
w,314445422,
w,314445423,
w,314445424,
w,314453278,
w,314453279,
w,314453280,
w,314453281,
w,314453282,
w,314453283,
w,314453284,
w,314453285,
w,314453286,
w,314453287,
w,314453288,
w,314453289,
w,314453290,
w,314453291,
w,314453292,
w,314453293,
w,314453294,
w,314453295,
w,314453296,
w,314453297,
w,314453298,
w,314453299,
w,314453301,
w,314453302,
w,314453303,
w,314453304,
w,314453305,
w,314455488,
w,314455489,
w,314455490,
w,314455492,
w,314455493,
w,314455494,
w,314455495,
w,314455496,
w,314455497,
w,314455498,
w,314455499,
w,314455500,
w,314455501,
w,314455502,
w,314455503,
w,314455504,
w,314455505,
w,314455506,
w,314455508,
w,314455509,
w,314455510,
w,314455511,
w,314455512,
w,314455513,
w,314455514,
w,314455515,
w,314455516,
w,314455517,
w,314455518,
w,314455519,
w,314455520,
w,314455521,
w,314455522,
w,314455523,
w,314455525,
w,314455528,
w,314455529,
w,314455530,
w,314455531,
w,314455979,
w,314455995,
w,314456012,
w,314458094,
w,314458104,
w,314458105,
w,314458107,
w,314579090,
w,314579099,
w,314579100,
w,314579804,
w,314579805,
w,314579806,
w,314619038,
w,314619039,
w,314623108,
w,314686810,
w,314687806,
w,325338089,
w,325338090,
w,354070520,
w,373877436,
w,373889814,
w,374272564,
w,374343930,
w,374343933,
w,374346095,
w,375127790,
w,375127791,
w,375128323,
w,375128324,
w,375128325,
w,375128326,
w,375128636,
w,375129917,
w,375130104,
w,375133712,
w,375930969,
w,376351326,
w,376351499,
w,376351811,
w,376351958,
w,376352531,
w,376352533,
w,376375877,
w,376377767,
w,376377771,
w,376378484,
w,376380265,
w,376380328,
w,376382498,
w,376382500,
w,376384202,
w,376384209,
w,376384213,
w,376415506,
w,376421811,
w,376423509,
w,376425482,
w,376426440,
w,376426441,
w,376426442,
w,376427444,
w,376461504,
w,376465402,
w,376466957,
w,376467116,
w,376484785,
w,376484786,
w,376484840,
w,376485142,
w,376485148,
w,376488740,
w,376488742,
w,376488748,
w,376488755,
w,376488756,
w,376488758,
w,376488760,
w,376488761,
w,376488763,
w,376488769,
w,376489540,
w,376489817,
w,376499340,
w,376507310,
w,376507311,
w,376507312,
w,376507313,
w,376507314,
w,376507318,
w,376507321,
w,376507324,
w,376507331,
w,376507335,
w,376507341,
w,376507343,
w,376527382,
w,376535006,
w,376545855,
w,376546318,
w,376546319,
w,376548949,
w,376548950,
w,376548951,
w,376560065,
w,376626234,
w,376678006,
w,376678318,
w,376686586,
w,376686587,
w,376692553,
w,376694781,
w,376697897,
w,376697905,
w,376698404,
w,376698406,
w,376723545,
w,376725156,
w,376732046,
w,376745649,
w,376746926,
w,376749657,
w,376749658,
w,376749659,
w,376797954,
w,376847989,
w,376847990,
w,376862762,
w,376864635,
w,376865286,
w,376865297,
w,376872103,
w,376872104,
w,376872472,
w,376876040,
w,376932092,
w,376934824,
w,376934826,
w,376934827,
w,376935441,
w,376935443,
w,376939250,
w,376939251,
w,376950807,
w,376953086,
w,376953090,
w,376953122,
w,376954651,
w,376954652,
w,376958435,
w,376958437,
w,376960733,
w,376960746,
w,376966033,
w,376966864,
w,376966866,
w,376966867,
w,376966870,
w,376967204,
w,376967205,
w,376969434,
w,376969444,
w,376969690,
w,376970699,
w,376970700,
w,376976769,
w,376976771,
w,376977598,
w,376979860,
w,376985280,
w,376989565,
w,376989566,
w,376989567,
w,376989569,
w,376996441,
w,376996442,
w,376999401,
w,376999403,
w,377000344,
w,377042606,
w,377149397,
w,377151923,
w,377151924,
w,377152336,
w,377285163,
w,377288871,
w,377304757,
w,377900662,
w,377900664,
w,377900665,
w,377900666,
w,377902204,
w,377902205,
w,377936805,
w,377963638,
w,377963641,
w,377965123,
w,377975845,
w,378002347,
w,378118848,
w,378119061,
w,378450362,
w,378458977,
w,378462753,
w,378464931,
w,378464932,
w,378464933,
w,378464935,
w,378895103,
w,378895104,
w,378895105,
w,378942283,
w,379063753,
w,379063754,
w,379063756,
w,379213682,
w,379326978,
w,379326985,
w,379326986,
w,379394335,
w,379394338,
w,379394340,
w,379394343,
w,379394345,
w,379396737,
w,379396743,
w,379397814,
w,379397815,
w,379401840,
w,379402209,
w,379408120,
w,379408124,
w,379408126,
w,379408129,
w,379427746,
w,379427747,
w,379435318,
w,379435319,
w,379437666,
w,379437671,
w,379438472,
w,379438487,
w,379448952,
w,379503324,
w,379703986,
w,379703994,
w,379761231,
w,379761232,
w,379761234,
w,379761236,
w,379761237,
w,379765888,
w,379765891,
w,382047576,
w,382058417,
w,382058418,
w,382058419,
w,382058420,
w,382194615,
w,382456956,
w,382638163,
w,382638164,
w,382638823,
w,382638824,
w,382638825,
w,382640840,
w,382640843,
w,382641948,
w,382641950,
w,382648875,
w,382648931,
w,382648932,
w,382649452,
w,382649453,
w,382649454,
w,382649455,
w,382649458,
w,382649459,
w,382649461,
w,382649620,
w,382649621,
w,383399488,
w,383399624,
w,383399625,
w,383575198,
w,383575199,
w,383743454,
w,383765203,
w,384592844,
w,384946000,
w,384946002,
w,384946004,
w,384946008,
w,384946013,
w,384946497,
w,384946499,
w,384948021,
w,384948022,
w,384948024,
w,384948032,
w,384948034,
w,384948037,
w,384948038,
w,384975734,
w,384975735,
w,385705060,
w,385991922,
w,386066822,
w,386207673,
w,430299979,
w,430299984,
w,490349589,
w,490349592,
w,500224288,
w,500403018,
w,500403024,
w,500403026,
w,500403028,
w,500403030,
w,500403032,
w,500403034,
w,500403037,
w,500403040,
w,500403043,
w,500403045,
w,500403048,
w,500403051,
w,500408286,
w,500408289,
w,500408292,
w,500408298,
w,500408306,
w,500408321,
w,500410954,
w,500410956,
w,500410958,
w,504787356,
w,504787358,
w,548556166,
w,548557654,
w,554743433,
w,555308052,
w,581916502,
w,583041733,
w,587747034,
w,590235418,
w,590235420,
w,590235422,
w,590240012,
w,590240013,
w,590252762,
w,590252764,
w,590258296,
w,591259426,
w,591468040,
w,594352770,
w,594352771,
w,594352776,
w,594749661,
w,594772192,
w,594772193,
w,595215869,
w,595215870,
w,595215872,
w,595215873,
w,595218691,
w,595218692,
w,597078771,
w,597097212,
w,597097213,
w,597100995,
w,597100996,
w,597100999,
w,597101000,
w,597101004,
w,597101005,
w,597101007,
w,597103543,
w,606458999,
w,606460987,
w,606460988,
w,606460990,
w,606511109,
w,606511111,
w,606511112,
w,606511114,
w,606511115,
w,606511116,
w,606511117,
w,606511118,
w,606511119,
w,606511121,
w,607143883,
w,607143884,
w,607143886,
w,607143887,
w,607143888,
w,607143891,
w,607143892,
w,607143893,
w,607143894,
w,607143896,
